,Feeder Name,Feeder Head Node,Substation Name,Medium Voltage Length (miles),Three Phase Medium Voltage Length (miles),Three Phase Overhead Medium Voltage Length (miles),Two Phase Medium Voltage Length (miles),Two Phase Overhead Medium Voltage Length (miles),Single Phase Medium Voltage Length (miles),Single Phase Overhead Medium Voltage Length (miles),Overhead Percentage of Medium Voltage Line Miles,Ratio of Medium Voltage Lines to Number of Customers,Maximum Node Distance From Substation (miles),Nominal Voltage of Source (kV),Low Voltage Length (miles),Three Phase Low Voltage Length (miles),Three Phase Overhead Low Voltage Length (miles),Two Phase Low Voltage Length (miles),Two Phase Overhead Low Voltage Length (miles),Single Phase Low Voltage Length (miles),Single Phase Overhead Low Voltage Length (miles),Maximum Line Length From Transformer to Load (miles),Overhead Percentage of Low Voltage Line Miles,Ratio of Low Voltage Lines to Number of Customers,Number of Voltage Regulators,Number of Capacitors,Average Regulator Distance From Substation (miles),Average Capacitor Distance From Substation (miles),Number of Fuses,Number of Reclosers,Average Recloser Distance From Substation (miles),Number of Breakers,Number of Switches,Number of Lines Connected to Adjacent Feeder,Number of Closed Loops,Number of Transformers,Total Transformer Capacity (MVA),Number of Single Phase Transformers,Number of Three Phase Transformers,Ratio of Single Phase Transformers to Three Phase Transformers,Total Peak Planning Load (MW),Total Phase A Peak Planning Load (MW),Total Phase B Peak Planning Load (MW),Total Phase C Peak Planning Load (MW),Total Reactive Peak Planning Load (MVar),Percentage of Low Voltage Peak Planning Load on Phase A,Percentage of Low Voltage Peak Planning Load on Phase B,Percentage of Low Voltage Peak Planning Load on Phase C,Number of Single Phase Low Voltage Loads,Number of Three Phase Low Voltage Loads,Number of Medium Voltage Loads,Total Medium Voltage Peak Planning Load (MW),Average Number of Loads per Transformer,Average Peak Planning Load Power Factor,Average Peak Planning Load Imbalance by Phase,Total Number of Customers,Number of Customers per Square Mile of Feeder Convex Hull,Total Peak Planning Load (MW) per Square Mile of Feeder Convex Hull,Total Reactive Peak Planning Load (MVar) per Square Mile of Feeder Convex Hull,Total Transformer Capacity (MVA) per Square Mile of Feeder Convex Hull,Average Node Degree,Average Shortest Path Length,Diameter (Maximum Eccentricity),Number of PVs,Total PV Capacity (MW),Number of PVs with Volt-Var Control,Total Capacity of PVs with Volt-Var Control (MW),Number of PVs with Volt-Watt and Volt-Var Control,Total Capacity of PVs with Volt-Watt Volt-Var Control (MW),Number of Batteries,Total Capacity of Batteries (MW),Average Year of Building Construction,Average Land Value (USD per Square Foot),Percentage of Rural Customers,Percentage of Urban Customers,Percentage of Residential Customers,Percentage of Commercial Customers,Percentage of Industrial Customers,County,Line Configuration
26,p2uhs3_1247--p2udt8444,p2udt8444-p2uhs3_1247x,p2uhs3_1247,13.4299,9.7526,5.8678,0.0,0.0,3.6774,1.8034,31.7504,0.0246,3.2333,12.47,10.7311,1.5871,0.0,0.0,0.0,9.144,2.6951,0.0866,11.1546,0.019654007998361568,0,2,,1.4483,24,0,,0,281,1,0,219,20.435,175,44,3.9773,8.6488,2.986171176,2.8393318495999997,2.8232969744,1.7755,34.527,32.8292,32.6438,486,59,1,0.9556,2.4818,0.9785,0.2282,546.0,13537841749.203001,214443521.7696,44022490.3956,506677282316.7818,1.9987,53.7336,139,0,0.0,0,0.0,0,0.0,0,0.0,1982.0,4981.253464707049,0.0,100.0,87.8788,9.09091,3.0303,Travis,delta-wye
27,p2uhs11_1247--p2udt4732,p2udt4732-p2uhs11_1247x,p2uhs11_1247,16.0959,9.5378,8.4002,0.0,0.0,6.5582,5.0763,53.6013,0.0321,5.4569,12.47,9.0463,0.5842,0.0,0.0,0.0,8.4621,4.5691,0.0788,18.173,0.01802053331243575,0,1,,2.0207,25,0,,0,169,2,1,264,15.35,230,34,6.7647,5.6076,1.8069425556,1.7715417767999997,2.0291156676,1.1516,32.2231,31.5918,36.1851,465,37,0,0.0,1.9308,0.9792,0.4123,502.0,9092217567.1833,101564523.0032,20857216.3185,278019003299.3314,2.0,55.9676,149,0,0.0,0,0.0,0,0.0,0,0.0,1983.0,996.6564667158805,0.0,100.0,98.5182,0.931414,0.550381,Travis,delta-wye
28,p2uhs1_1247--p2udt4740,p2udt4740-p2uhs1_1247x,p2uhs1_1247,11.1347,6.5934,6.5928,0.0,0.0,4.5413,4.5333,80.5188,0.0795,6.2347,12.47,2.6832,0.040999999999999995,0.0,0.0,0.0,2.6422,2.6422,0.0757,19.1212,0.01916573258622057,0,1,,4.2086,13,0,,0,4,0,0,60,3.22,56,4,14.0,1.0849,0.34104048479999993,0.3329406214,0.4109188938,0.2784,31.4352,30.6886,37.8762,136,4,0,0.0,2.3333,0.9723,0.4173,140.0,2213136872.0624,17150877.7948,4400677.9435,50902148057.4349,1.9939,17.577,44,0,0.0,0,0.0,0,0.0,0,0.0,1990.0,152.5975023282229,0.0,100.0,81.8627,0.490196,17.6471,Travis,delta-wye
29,p2uhs1_1247--p2udt7154,p2udt7154-p2uhs1_1247x,p2uhs1_1247,17.7225,4.6752,3.5064,0.0,0.0,13.0473,7.9928,33.0779,0.0158,3.8859,12.47,17.0415,0.0916,0.0,0.0,0.0,16.9499,6.7396,0.0817,19.3866,0.015174947936276391,0,4,,1.6666,27,0,,0,408,0,0,357,16.51,351,6,58.5,7.7201,2.6746440852,2.5307568614,2.5147067735000004,1.5752,34.6452,32.7814,32.5735,1116,6,1,0.9488,3.1369,0.9795,0.5555,1123.0,28593013979.3618,196564287.8785,40105618.4526,420365681922.7653,1.9993,66.3793,175,0,0.0,0,0.0,0,0.0,0,0.0,1996.0,81.87348176950611,0.0,100.0,98.0723,0.8433729999999999,1.08434,Travis,delta-wye
30,p2uhs1_1247--p2udt3615,p2udt3615-p2uhs1_1247x,p2uhs1_1247,16.3221,9.1902,8.275,0.0,0.0,7.1319,4.4704,49.0536,0.0326,3.6023,12.47,9.6605,0.1557,0.0,0.0,0.0,9.5048,4.5854,0.1087,17.6478,0.019321091587735248,0,2,,2.4203,29,0,,0,176,0,0,216,8.295,208,8,26.0,3.1510000000000002,1.2349840339999998,0.945422889,0.970593077,0.6594,39.1934,30.0039,30.8027,492,8,0,0.0,2.3148,0.9775,0.5832,500.0,8029305843.5259,50601347.4903,10588710.297,133206183944.0954,1.9985,54.6934,140,0,0.0,0,0.0,0,0.0,0,0.0,1993.0,82.87414070444096,0.0,100.0,91.2356,2.72989,6.03448,Travis,delta-wye
31,p2uhs1_1247--p2udt3475,p2udt3475-p2uhs1_1247x,p2uhs1_1247,5.693,1.4962,0.5576,0.0,0.0,4.1968,0.9309,10.4089,0.0079,1.6473,12.47,8.6068,0.0,0.0,0.0,0.0,8.6068,1.2845,0.0599,8.9827,0.012003849380460329,0,1,,1.2622,18,0,,0,305,0,0,188,9.95,188,0,0.0,4.2188,1.2990064892000002,1.5982755048,1.321518006,0.857,30.7909,37.8846,31.3245,717,0,0,0.0,3.8138,0.98,0.6667,717.0,28993421952.0006,170597057.804,34652886.068,402349439919.6738,1.9988,60.0387,163,0,0.0,0,0.0,0,0.0,0,0.0,2002.0,77.23577202347167,0.0,100.0,99.903,0.0,0.0969932,Travis,delta-wye
32,p2uhs9_1247--p2udt8056,p2udt8056-p2uhs9_1247x,p2uhs9_1247,5.95,3.2354,2.7278,0.0,0.0,2.7147,0.65,33.0493,0.0162,3.34,12.47,4.2702,0.0142,0.0,0.0,0.0,4.256,0.0991,0.0525,0.9693,0.011603826290156974,0,2,,2.7053,9,0,,0,182,0,0,99,6.225,96,3,32.0,3.8819,1.3738005281,1.4572730238,1.0508264481,0.8172,35.3899,37.5402,27.0699,364,3,1,1.4097,3.68,0.9798,0.3702,368.0,15546067626.5714,163991757.8813,34522918.4519,262973562433.172,1.9978,44.4565,107,0,0.0,0,0.0,0,0.0,0,0.0,2006.0,133.1502538508289,0.0,100.0,98.249,1.36187,0.389105,Travis,delta-wye
33,p2uhs9_1247--p2udt3330,p2udt3330-p2uhs9_1247x,p2uhs9_1247,3.1941,1.8134,1.1572,0.0,0.0,1.3807,0.5563,31.6146,0.0228,1.0437,12.47,2.226,0.0408,0.0,0.0,0.0,2.1852,0.4082,0.0839,7.5319,0.015900242191291578,0,0,,,6,0,,0,72,0,0,51,4.05,43,8,5.375,1.5204,0.5845056168,0.47506722479999997,0.46082715840000005,0.3736,38.4442,31.2462,30.3096,131,9,0,0.0,2.7451,0.9785,0.3805,140.0,12242518492.4023,132956703.8978,32673108.3778,354158570673.0657,1.995,23.8474,55,0,0.0,0,0.0,0,0.0,0,0.0,1976.0,1383.4052495817734,0.0,100.0,47.7987,47.7987,4.40252,Travis,delta-wye
34,p2uhs3_1247--p2udt5611,p2udt5611-p2uhs3_1247x,p2uhs3_1247,12.005,8.2733,6.5223,0.0,0.0,3.7317,3.359,50.7554,0.0392,3.5469,12.47,7.4636,1.1179,0.0,0.0,0.0,6.3457,2.1025,0.0849,10.7993,0.024390777069309283,0,1,,2.6306,24,0,,0,108,0,0,141,11.935,100,41,2.439,4.5136,1.4986054720000002,1.5035749456000005,1.5114150687999999,0.9516,33.202,33.3121,33.4858,245,61,0,0.0,2.1702,0.9747,0.2061,306.0,9218472117.7903,135974997.4495,28668847.5917,359550538319.6965,1.9976,45.6679,125,0,0.0,0,0.0,0,0.0,0,0.0,1981.0,22419.022415008963,0.0,100.0,59.0426,26.5957,14.3617,Travis,delta-wye
35,p2uhs4_1247--p2udt7735,p2udt7735-p2uhs4_1247x,p2uhs4_1247,8.9611,6.0761,5.7083,0.0,0.0,2.885,2.5634,62.3358,0.0448,3.6408,12.47,4.3085,0.138,0.0,0.0,0.0,4.1705,2.835,0.0718,21.3648,0.021542489874231067,0,1,,3.0451,11,0,,0,45,1,0,105,5.145,91,14,6.5,1.9211,0.6447730296999999,0.5990220332,0.6773049371000001,0.4365,33.5627,31.1812,35.2561,186,14,0,0.0,1.9048,0.9754,0.426,200.0,4771395943.6009,45830654.7213,10414078.5507,122744160649.1341,1.9964,38.2257,102,0,0.0,0,0.0,0,0.0,0,0.0,1968.0,1462.0079509061056,0.0,100.0,83.4254,8.01105,8.56354,Travis,delta-wye
36,p2uhs4_1247--p2udt5265,p2udt5265-p2uhs4_1247x,p2uhs4_1247,5.4678,2.9747,2.4038,0.0,0.0,2.4931,2.241,67.0989,0.0911,2.5036,12.47,1.4545,0.1325,0.0,0.0,0.0,1.3219999999999998,0.9909,0.0934,14.3142,0.02424165452730667,0,0,,,7,0,,0,19,1,0,36,1.25,32,4,8.0,0.4078,0.14040676340000002,0.10978587699999999,0.15760735960000002,0.0983,34.4303,26.9215,38.6482,56,4,0,0.0,1.6667,0.9709,0.4756,60.0,1926629824.6423,13094468.5268,3156751.8287,40138121346.715,1.9889,17.4683,41,0,0.0,0,0.0,0,0.0,0,0.0,1972.0,129.12874730146964,0.0,100.0,73.2558,5.81395,20.9302,Travis,delta-wye
37,p2uhs10_1247--p2udt8564,p2udt8564-p2uhs10_1247x,p2uhs10_1247,9.5752,3.1896,2.4185,0.0,0.0,6.3857,2.1686,21.8503,0.0126,2.3872,12.47,11.4183,0.0342,0.0,0.0,0.0,11.3841,2.031,0.0973,9.6746,0.015004334660054753,0,3,,1.8229,20,0,,0,313,0,0,215,11.2,212,3,70.6667,4.6149,1.4590744733999998,1.4631448152000002,1.6926807113999998,0.9375,31.6166,31.7048,36.6786,757,4,0,0.0,3.5395,0.9798,0.6303,761.0,22242098883.6154,134881107.71,27401429.7447,327347578839.0184,1.9989,49.9092,116,0,0.0,0,0.0,0,0.0,0,0.0,2001.0,96.8372185579978,0.0,100.0,98.6097,0.993049,0.397219,Travis,delta-wye
38,p2uhs4_1247--p2udt8180,p2udt8180-p2uhs4_1247x,p2uhs4_1247,4.0787,2.0099,1.7994,0.0,0.0,2.0688,1.9201,70.89,0.0716,2.6989,12.47,1.168,0.0128,0.0,0.0,0.0,1.1552,0.838,0.0689,15.9718,0.0204914120446272,0,0,,,4,0,,0,18,0,0,31,0.945,30,1,30.0,0.3514,0.11868991820000001,0.100532026,0.13217840720000001,0.0722,33.7763,28.609,37.6148,56,1,0,0.0,1.8387,0.9784,0.6162,57.0,1907604198.8636,11761669.9619,2417313.0783,31626069612.7388,1.9882,19.7597,50,0,0.0,0,0.0,0,0.0,0,0.0,1978.0,217.63269935204968,0.0,100.0,67.6056,28.169,4.22535,Travis,delta-wye
39,p2uhs4_1247--p2udt433,p2udt433-p2uhs4_1247x,p2uhs4_1247,7.8041,4.7855,4.6419,0.0,0.0,3.0186,2.271,60.0631,0.0482,3.609,12.47,3.7052,0.3539,0.0,0.0,0.0,3.3513,2.2526,0.1023,19.5722,0.02287152920928884,0,3,,1.9462,7,0,,0,44,0,0,76,5.625,63,13,4.8462,3.1222,0.8239985351999999,1.4469086571999998,0.8512928075999998,0.8678,26.3916,46.3426,27.2658,144,17,1,1.0379,2.1039,0.9698,0.1733,162.0,4694358653.5663,90473652.3842,25145421.0678,162998564359.9412,1.9954,19.6038,60,0,0.0,0,0.0,0,0.0,0,0.0,1978.0,9131.324639317663,0.0,100.0,54.6512,13.3721,31.9767,Travis,delta-wye
40,p2uhs4_1247--p2udt7573,p2udt7573-p2uhs4_1247x,p2uhs4_1247,9.2961,3.6228,2.6706,0.0,0.0,5.6733,2.1091,26.0712,0.015,3.5555,12.47,9.0371,0.0434,0.0,0.0,0.0,8.9937,1.8093,0.0749,9.8689,0.01459953608455771,0,2,,2.9082,16,0,,0,292,0,0,195,9.0,194,1,194.0,3.6708,1.205141994,1.193322018,1.2723323171999998,0.7464,32.8305,32.5085,34.6609,618,1,0,0.0,3.1744,0.9797,0.6596,619.0,17884591264.4971,106060154.7272,21564780.984,260034444879.6032,1.9987,58.4823,156,0,0.0,0,0.0,0,0.0,0,0.0,2002.0,85.70221043360056,0.0,100.0,98.6532,0.673401,0.673401,Travis,delta-wye
41,p2uhs10_1247--p2udt7514,p2udt7514-p2uhs10_1247x,p2uhs10_1247,5.686,2.3603,1.3759,0.0,0.0,3.3257,0.345,12.6787,0.0097,2.2944,12.47,7.8869,0.0,0.0,0.0,0.0,7.8869,0.6357,0.0622,4.6838,0.013504902370998377,0,2,,1.8113,15,0,,0,274,0,0,153,7.825,153,0,0.0,3.3417,1.1899994202,1.0908277892999998,1.0608761322,0.6784,35.6106,32.6429,31.7466,584,0,0,0.0,3.8169999999999997,0.98,0.6667,584.0,22563714486.6771,129110939.7066,26212804.4122,302330592223.0287,1.9986,54.4532,128,0,0.0,0,0.0,0,0.0,0,0.0,2005.0,85.1733165958791,0.0,100.0,99.8682,0.131752,0.0,Travis,delta-wye
42,p2uhs4_1247--p2udt3496,p2udt3496-p2uhs4_1247x,p2uhs4_1247,9.5468,5.9708,5.3069,0.0,0.0,3.576,1.6854,48.3028,0.0274,3.5489,12.47,4.9293,0.1217,0.0,0.0,0.0,4.8076,1.158,0.0751,7.9994,0.014164584262087696,0,3,,2.6975,19,0,,0,144,1,0,124,7.67,115,9,12.7778,4.1606,1.5268361849999996,1.316247416,1.3175205595999997,0.8456,36.6975,31.636,31.6666,337,10,1,1.058,2.784,0.9798,0.3251,348.0,7717523816.5302,92268773.3718,18752159.1782,170095999059.7315,1.9978,41.2929,117,0,0.0,0,0.0,0,0.0,0,0.0,2001.0,315.3383151054816,0.0,100.0,90.1532,9.19037,0.656455,Travis,delta-wye
43,p2uhs10_1247--p2udt7118,p2udt7118-p2uhs10_1247x,p2uhs10_1247,6.4111,6.4111,6.2917,0.0,0.0,0.0,0.0,74.0255,0.0763,2.9192,12.47,2.0883,2.0883,0.0,0.0,0.0,0.0,0.0,0.0808,0.0,0.02486029193874309,0,0,,,0,0,,0,11,0,0,39,2.925,0,39,0.0,0.4249,0.14163319170000002,0.14163319170000002,0.14163319170000002,0.0888,33.3333,33.3333,33.3333,0,84,0,0.0,2.1538,0.9771,0.0,84.0,1992145129.4024,10077509.913999999,2105200.1764,69369339327.4063,1.9907,17.0257,41,0,0.0,0,0.0,0,0.0,0,0.0,1981.0,160.90010287575288,0.0,100.0,91.3462,0.961538,7.692310000000001,Travis,delta-wye
44,p2uhs13_1247--p2udt6883,p2udt6883-p2uhs13_1247x,p2uhs13_1247,16.148,2.419,2.419,0.0,0.0,13.7291,13.6271,51.9478,0.0345,1.9846,12.47,14.7407,0.0965,0.0,0.0,0.0,14.6442,14.5513,0.1119,47.1089,0.03149716082853033,0,2,,0.3888,20,0,,0,4,0,0,237,7.41,234,3,78.0,2.6559,0.7995454155,0.8719771203,0.9843774642,0.5525,30.1045,32.8317,37.0638,464,4,0,0.0,1.9747,0.9778,0.6262,468.0,10504781137.9245,59614102.2867,12400555.6838,166325701350.4723,1.9983,31.3543,71,0,0.0,0,0.0,0,0.0,0,0.0,1980.0,82.96376096178885,0.0,100.0,91.84,2.56,5.6,Travis,delta-wye
45,p2uhs10_1247--p2udt7412,p2udt7412-p2uhs10_1247x,p2uhs10_1247,18.3206,3.9977,3.9977,0.0,0.0,14.3229,12.5411,54.9271,0.0384,3.4626,12.47,11.7898,0.1298,0.0,0.0,0.0,11.66,10.012,0.0893,33.2509,0.0247166194210045,0,2,,1.554,21,0,,0,72,0,0,236,7.2,230,6,38.3333,2.6664,0.8387561159999999,0.9061973712000001,0.9214465128,0.5545,31.4565,33.9858,34.5577,471,6,0,0.0,2.0212,0.9782,0.6108,477.0,9890000543.5339,55285030.2629,11497641.4939,149283027072.2104,1.9984,33.1875,84,0,0.0,0,0.0,0,0.0,0,0.0,1985.0,63.855903835261316,0.0,100.0,94.0705,1.28205,4.6474400000000005,Travis,delta-wye
46,p2uhs10_1247--p2udt8615,p2udt8615-p2uhs10_1247x,p2uhs10_1247,18.6033,4.9984,4.9984,0.0,0.0,13.6049,13.5875,60.321999999999996,0.0466,4.1039,12.47,12.2079,0.0217,0.0,0.0,0.0,12.1861,12.1861,0.1226,39.551,0.030596152183334138,0,2,,1.7638,28,0,,0,1,0,0,229,6.595,228,1,228.0,2.2148,0.7583873863999999,0.7579865076000001,0.698426106,0.4595,34.2418,34.2237,31.5345,398,1,0,0.0,1.7424,0.9779,0.6574,399.0,8749261923.5193,48565027.108,10076950.9426,144614993447.6442,1.9980000000000002,29.2054,72,0,0.0,0,0.0,0,0.0,0,0.0,1990.0,111.31793632116744,0.0,100.0,92.4028,2.65018,4.947,Travis,delta-wye
47,p2uhs0_1247--p2udt2514,p2udt2514-p2uhs0_1247x,p2uhs0_1247,3.0136,1.6774,1.5222,0.0,0.0,1.3362,0.2584,27.5097,0.0133,2.1614,12.47,3.4593,0.0,0.0,0.0,0.0,3.4593,0.6347,0.0634,9.8054,0.015306770208732341,0,1,,1.4638,6,0,,0,78,0,0,58,2.825,58,0,0.0,1.2021,0.31486605300000003,0.4404818966999999,0.4467520502999999,0.2447,26.193,36.6427,37.1643,226,0,0,0.0,3.8966,0.9799,0.6667,226.0,12076493655.2806,64232624.3796,13074933.1228,150956170691.0068,1.9963,33.8685,95,0,0.0,0,0.0,0,0.0,0,0.0,2003.0,103.54340686131823,0.0,100.0,99.6047,0.0,0.395257,Travis,delta-wye
48,p2uhs1_1247--p2udt3740,p2udt3740-p2uhs1_1247x,p2uhs1_1247,6.5008,3.3229,3.3223,0.0,0.0,3.1779,3.173,77.699,0.0891,2.447,12.47,1.8587,0.0506,0.0,0.0,0.0,1.8081,1.7951,0.069,21.4732,0.02546107363636616,0,0,,,8,0,,0,1,0,0,45,1.75,41,4,10.25,0.5913,0.1309144113,0.1384245126,0.3219610761000001,0.1459,22.1401,23.4102,54.4497,69,4,0,0.0,1.6222,0.9734,0.4839,73.0,2467382549.2232,19986335.3889,4931700.5436,59149581659.4613,1.99,14.1925,38,0,0.0,0,0.0,0,0.0,0,0.0,1986.0,321.873344781105,0.0,100.0,52.809,29.2135,17.9775,Travis,delta-wye
49,p2uhs9_1247--p2udt5858,p2udt5858-p2uhs9_1247x,p2uhs9_1247,3.548,2.6846,2.27,0.0,0.0,0.8634,0.3136,54.2516,0.0296,1.7865,12.47,1.2144,0.2604,0.0,0.0,0.0,0.9540000000000001,0.0817,0.0503,1.7155,0.010119633659124246,0,1,,1.2999,8,0,,0,55,0,0,51,5.6,33,18,1.8333,2.997,1.000122876,1.0006983,0.9961788239999998,0.8109,33.3708,33.39,33.2392,99,20,1,0.868,2.3077,0.9763,0.1443,120.0,9528090258.3295,237965698.909,64388683.158,444644212055.3753,1.9943,20.8831,48,0,0.0,0,0.0,0,0.0,0,0.0,1986.0,5980.28719011428,0.0,100.0,0.0,87.5,12.5,Travis,delta-wye
50,p2uhs10_1247--p2udt3516,p2udt3516-p2uhs10_1247x,p2uhs10_1247,2.9284,2.9284,2.9278,0.0,0.0,0.0,0.0,79.995,0.1394,1.8829,12.47,0.7316,0.7316,0.0,0.0,0.0,0.0,0.0,0.0865,0.0,0.03483628424763476,0,0,,,0,0,,0,2,0,0,14,1.05,0,14,0.0,0.1255,0.041833291500000015,0.041833291500000015,0.041833291500000015,0.0259,33.3333,33.3333,33.3333,0,21,0,0.0,1.5,0.9786,0.0,21.0,1063406724.4224,6356197.7115,1313748.1532,53170336221.12,1.9667,7.6661,17,0,0.0,0,0.0,0,0.0,0,0.0,1982.0,58.76811987964598,0.0,100.0,96.9697,0.0,3.0303,Travis,delta-wye
51,p2uhs8_1247--p2udt5538,p2udt5538-p2uhs8_1247x,p2uhs8_1247,4.2536,2.6715,2.6715,0.0,0.0,1.5819999999999999,1.5795,88.0936,0.1772,2.5968,12.47,0.5721,0.0679,0.0,0.0,0.0,0.5042,0.5042,0.0568,10.4487,0.02383636373912917,0,0,,,4,0,,0,1,0,0,18,1.15,13,5,2.6,0.386,0.1338262,0.136415874,0.115757926,0.0896,34.67,35.3409,29.9891,18,6,0,0.0,1.3333,0.9712,0.2081,24.0,1013115338.8182,16296122.9988,3781782.4546,48545109985.0392,1.9733,9.0119,22,0,0.0,0,0.0,0,0.0,0,0.0,1975.0,1340.72757151368,0.0,100.0,31.0345,44.8276,24.1379,Travis,delta-wye
52,p2uhs0_1247--p2udt8625,p2udt8625-p2uhs0_1247x,p2uhs0_1247,1.2704,1.2704,1.2704,0.0,0.0,0.0,0.0,90.6497,0.1588,1.0677,12.47,0.131,0.055,0.0,0.0,0.0,0.076,0.076,0.0333,5.4238,0.0163800028735425,0,0,,,0,0,,0,0,0,0,7,0.9,2,5,0.4,0.3023,0.0944267303,0.10722671689999999,0.1006465528,0.0614,31.2361,35.4703,33.2936,3,5,0,0.0,1.1429,0.98,0.0419,8.0,794363080.7738,30017252.0898,6094855.5885,89365846587.0547,1.9167,4.1739,9,0,0.0,0,0.0,0,0.0,0,0.0,1987.0,120.60934446443692,0.0,100.0,50.0,50.0,0.0,Travis,delta-wye
53,p2uhs0_1247--p2udt4999,p2udt4999-p2uhs0_1247x,p2uhs0_1247,0.4288,0.4288,0.4288,0.0,0.0,0.0,0.0,95.0415,0.2144,0.4409,12.47,0.0224,0.0224,0.0,0.0,0.0,0.0,0.0,0.0121,0.0,0.011185920742000002,0,0,,,0,0,,0,0,0,0,2,0.15,0,2,0.0,0.0102,0.0033999966000000004,0.0033999966000000004,0.0033999966000000004,0.0021,33.3333,33.3333,33.3333,0,2,0,0.0,1.0,0.9799,0.0,2.0,211414989.3264,1076112.8664,218790.8309,15856124199.4768,1.7143,2.381,5,0,0.0,0,0.0,0,0.0,0,0.0,1961.0,48.17579607292774,0.0,100.0,100.0,0.0,0.0,Travis,delta-wye
54,subtransmission,st_mat,,0.0678,0.0678,0.0678,0.0,0.0,0.0,0.0,100.0,,7.9586,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,,,5,16,3.7417,121,189,54,53,21,1008.0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,3862011121707.797,2.324,20.2397,40,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,
0,p3uhs5_1247--p3udt15899,p3udt15899-p3uhs5_1247x,p3uhs5_1247,26.2089,11.575999999999999,6.1348,0.0,0.0,14.6329,6.3048,22.052,0.0141,1.9766,12.47,30.2013,1.0136,0.0,0.0,0.0,29.1877,8.6287,0.0876,15.2964,0.01625472162277991,0,2,,1.0629,95,0,,0,912,1,0,761,38.1,687,74,9.2838,14.9966,4.9866244422,5.0116687642,4.9983067936,3.1248,33.2517,33.4187,33.3296,1772,86,0,0.0,2.4415,0.9789,0.5338,1858.0,62293761075.5094,502795077.5241,104765578.8583,1277390902570.9856,1.9996,79.7448,205,0,0.0,0,0.0,0,0.0,0,0.0,1971.0,991.3158807033203,0.0,100.0,95.1617,3.1103400000000003,1.72797,Travis,delta-wye
1,p3uhs0_1247--p3udt31121,p3udt31121-p3uhs0_1247x,p3uhs0_1247,25.4957,11.2237,6.9769,0.0,0.0,14.2719,6.1505,25.9614,0.016,2.4786,12.47,25.0692,0.7544,0.0,0.0,0.0,24.3148,7.7847,0.0721,15.3956,0.015766792813706732,0,2,,1.7214,77,0,,0,739,1,0,640,33.075,569,71,8.0141,12.8626,4.2408249452,4.2587811348,4.36299392,2.6403,32.9702,33.1098,33.92,1514,76,0,0.0,2.4844,0.9795,0.5217,1590.0,44616415270.3022,360933263.8704,74087874.4527,928105619537.8844,1.9995,92.9841,300,0,0.0,0,0.0,0,0.0,0,0.0,1996.0,1392.5816596579627,0.0,100.0,93.7484,5.53944,0.712213,Travis,delta-wye
2,p3uhs8_1247--p3umv17,p3uhs8_1247-p3umv17x,p3uhs8_1247,21.7764,14.5044,9.0442,0.0,0.0,7.2719,2.1473,27.5254,0.0171,2.4930000000000003,12.47,18.8826,1.9359,0.0,0.0,0.0,16.9467,4.1665,0.0805,10.2474,0.0147867138606686,0,3,,1.7487,78,0,,0,630,0,1,579,38.725,437,142,3.0775,15.7888,5.3271253312,5.2344924416000005,5.227182227200001,3.2806,33.7399,33.1532,33.1069,1110,166,1,0.9006,2.2017,0.9794,0.3453,1277.0,32683710108.3299,404100873.9691,83963026.8921,991132869181.7334,2.0,82.4233,215,0,0.0,0,0.0,0,0.0,0,0.0,1973.0,30528.826413461244,0.0,100.0,96.3817,2.9626,0.655658,Travis,delta-wye
3,p3uhs0_1247--p3udt28845,p3udt28845-p3uhs0_1247x,p3uhs0_1247,23.5042,10.6979,10.072000000000001,0.0,0.0,12.8063,9.7261,46.8888,0.0253,4.0236,12.47,18.7193,0.7115,0.0,0.0,0.0,18.0077,12.0715,0.0858,28.5895,0.020149918535101445,0,2,,3.0362,43,0,,0,257,2,1,458,21.405,423,35,12.0857,9.5294,3.2824780652,3.158309983200001,3.0886119516000003,1.9563,34.4458,33.1428,32.4114,875,53,1,1.475,2.024,0.9788,0.39299999999999996,929.0,15549079028.5865,159497242.696,32744266.3929,358264840265.7612,2.0,58.652,148,0,0.0,0,0.0,0,0.0,0,0.0,1992.0,405.4936007174065,0.0,100.0,97.9828,0.597684,1.4195,Travis,delta-wye
4,p3uhs18_1247--p3udt32182,p3udt32182-p3uhs18_1247x,p3uhs18_1247,30.5307,7.7695,7.7428,0.0,0.0,22.7612,22.4536,70.8691,0.0647,5.7732,12.47,12.078,0.1486,0.0,0.0,0.0,11.9294,11.39,0.0918,26.7315,0.02558906120201253,0,2,,1.9446,36,0,,0,29,1,0,319,9.53,307,12,25.5833,3.17,1.06322434,0.98027178,1.12650388,0.7067,33.5402,30.9234,35.5364,459,13,0,0.0,1.4796,0.9759,0.5717,472.0,6578803292.1415,44183513.2403,9849507.5247,132830498673.9584,1.9985,35.8455,103,0,0.0,0,0.0,0,0.0,0,0.0,1985.0,262.4437670076632,0.0,100.0,91.3813,1.06257,7.5560800000000015,Travis,delta-wye
